True,Pred
1,0.9785410590101794
0,0.8581693533112578
1,0.9940506718776633
1,0.9959116356099963
1,0.9704398991551559
0,0.020658435396101002
0,0.6066898209032184
0,0.009125008530617337
1,0.992010518416372
1,0.9994438308218168
1,0.98739309007126
0,0.00015191888261482586
0,0.6715208800952395
1,0.9971728703916877
0,4.21016222478237e-06
1,0.9986480281561442
0,0.4846491410333361
0,0.005164024694230988
1,0.9992360614627108
1,0.9991757509129671
0,-5.6944548946588614e-05
0,0.02707189130685593
0,0.07692754430938975
0,0.011730010874182836
1,0.9845427177351244
1,0.7912272300089181
0,0.056918951757679456
1,0.99473938371224
1,0.998275496474708
1,0.9892567055588042
1,0.6319051129690243
1,0.9951091441180729
1,0.9849868549726278
1,0.24730945808342442
1,0.7315309250726513
1,0.9998539925506216
1,0.9966070217949775
0,0.14109694527252448
0,0.00716457624451235
0,0.007891003632112238
0,0.016245296950962877
1,0.9998089572421932
0,0.047100130519925815
1,0.9989989784929958
1,0.15480430811641538
0,-4.4578749780757804e-05
1,0.9570614484558672
1,0.9890365161067091
0,5.4705661551404205e-05
0,0.002806878907010377
0,0.0010787520199653068
1,0.990508228209781
1,0.998885749127779
0,0.002121548020765136
1,0.9957548823749661
1,0.9949702972740742
1,0.5287536814280065
1,0.8191704643436394
0,0.0013632412394009143
1,0.9977010495633406
1,0.513855871410256
0,0.005765620792873315
0,0.011927373777614325
1,0.9982424052384765
0,0.009354267708565525
1,0.9989132735439814
1,0.9770696321335239
1,0.9981996545614901
1,0.9988859017783636
0,0.0008542533956780026
1,0.992176383899821
1,0.9976638816724079
1,0.9981301678668393
1,0.9872768896655362
1,0.8837590964145287
0,0.011757023964280584
0,0.06253061867062393
0,0.0002673006962950475
0,0.0014334006548189075
0,0.012869206141268717
1,0.9985835322120493
0,0.033644422241777036
0,0.0011801933011244756
0,0.030993510152637734
1,0.7656233549353643
0,0.003084590023834265
1,0.9990950502451847
1,0.9968760726425182
0,0.00378810947640986
0,0.004813001927700206
1,0.9809679326142919
0,0.024416974324779486
1,0.9995968614020209
0,0.005840622363945107
1,0.9979426010946625
1,0.9992863876957254
0,-0.00025726358933323736
1,0.9768384651576101
0,0.0036176393031319663
0,0.009697974339292292
0,0.9990543555470903
0,-3.0716403264556346e-05
1,0.9997344747174168
0,0.0002509782095253795
1,0.9981555038178573
0,0.0016719664992346731
1,0.9994644265944145
1,0.9255224219631272
1,0.9856340910731209
1,0.9981154418012115
0,0.16823125425381413
1,0.9276248200106436
1,0.9233692349460674
1,0.9981149473684641
0,-0.0004269990764568884
0,0.024419257057228465
1,0.9996420647509034
1,0.9238204683298034
0,0.011661026231672297
0,0.027828287250359678
1,0.9954214597269578
1,0.9916721042463914
1,0.9054047258264406
1,0.717960100791772
0,-4.534703556774314e-05
0,0.018736995200122553
0,0.6242477147207283
1,0.9897153442185632
0,0.04881980072593395
0,0.04207559157227052
1,0.9400654582292245
1,0.9992059581066636
0,0.00023744549224677261
0,0.0009799168939729976
0,0.007204743427359843
0,0.6439528915661494
1,0.8134059779359317
0,0.0010065219161388226
1,0.9964153524416941
0,0.8910059532925336
0,0.06536630678776811
0,0.0031921321029840435
1,0.9990945337196317
1,0.6934474530301857
0,0.0006415160008159926
1,0.9996776964844882
0,0.008459573414467252
1,0.9938532377062969
1,0.9911480707722196
1,0.9282473738182078
0,0.0017377203264944074
0,0.0038007091397279334
1,0.6233738492960286
0,0.00663652835671634
1,0.9990309185769415
0,0.0013097325198454489
1,0.9996505141648314
0,0.0016730696207980641
1,0.9993979874867912
1,0.6583763371199711
0,5.155604602511375e-05
0,0.19409722065285545
1,0.9953272294591748
0,0.013924913283974298
1,0.9972608546555963
0,0.0006402546217450494
0,0.0002771854958973569
0,0.0016622224981238743
1,0.9820371131503673
0,0.004579765922826534
0,0.17370161109022508
1,0.9911665886013372
0,0.007005041327284828
1,0.9997202168294884
1,0.9992769914708621
1,0.9987932658799367
1,0.6841041446967859
